Item Name,Category,Description,Daily Rate,Image File,Tags,Colorways
Food Pan/Chafer Dish Insert,Serving Pieces,Serving Pieces.,6.00,,Rectangle; chafer; food; pan; rectangular; roll; roll top; top,1
Food Warmer/Hot Box,Catering Equipment,Catering Equipment.,40.00,,,1
Foot Rectangle FOLDING Table,Tables,Tables.,22.00,,6ft; 8ft; Rectangle; Table; folding,1
Foot Rectangle Plastic Table Cover,Plastic,Plastic.,12.00,,8ft; Rectangle; Table; cover; plastic,1
Foot Rectangle Table,Tables,Tables.,22.00,,4 ft; 6ft; 8ft; Rectangle; Table,1
Foot Rectangle Table (Weekly Rate),Tables,Tables.,22.00,,6ft; Rectangle; Table,1
Framed Trellis 8' x 8',Drapery,Drapery.,12.00,,bamboo; custom; pursell; trellis,1
Freezer Trailer Ice Storage,Catering Equipment,Catering Equipment.,40.00,,,1
Fryer,Catering Equipment,Catering Equipment.,40.00,,cooker; fryer; propane,1
Gable End Tent On 10' Legs,Tent,Tent.,250.00,,"40""X90""; 40X90; gable; tent",1
Gal Drum Water Weight w Cover,Tent,Tent.,250.00,,gallon; tent; water; weight,1
Gal IBC Water Weight Anchor Point w Cover,Tent,Tent.,250.00,,gallon; tent; water; weight,1
Gal Water Weight,Tent,Tent.,250.00,,tent; water; weight,1
Gal Water Weight w/black spandex cover,Tent,Tent.,250.00,,tent; water; weight,1
Galvanized Tub,Barware,Barware.,4.00,,bar; barware; bucket; champagne; galvanized; tub,1
Garden Foliage,Specialty,Specialty.,12.00,,foliage; garden; olive; specialty,1
Garden Gate,Specialty,Specialty.,12.00,,turquoise,1
Garment Rack,Coat Check Accommodations,Coat Check Accommodations.,12.00,,coat rack; garment; z rack,1
Gas Grill 2'x5',Catering Equipment,Catering Equipment.,40.00,,,1
Gasoline Generator Category: Portable Power 20 AMPS,Equipment,Equipment.,12.00,,generator; power,1
Gatsby -Navy,Specialty,Specialty.,12.00,,Lamour; maghreb; navy,1
Gatsby -Yellow,Specialty,Specialty.,12.00,,Lamour; maghreb; yellow,1
Geode,Specialty,Specialty.,12.00,,estate; geode; mustard; specialty; yellow,1
Ghost Chair,Chairs,Chairs.,8.00,,Chair; clear; ghost; lucite,1
Gigi Sequins,Sequin,Sequin.,12.00,,Sequin; lace,1
Glass Creamer,Serving Ware,Serving Ware.,6.00,,Glass; creamer,1
Glass Vase,Decor,Decor.,15.00,,Glass; decor; tabletop; trumpet; vase,1
Gobo (including power run),Lighting,Lighting.,45.00,,lighting; projector,1
Gold Easel,Furniture,Furniture.,35.00,,Gold; art; easel; stand,1
Gold Kingsford,Specialty,Specialty.,12.00,,Gold; king; kingsford; specialty,1
Gold Mercury Votive,Decor,Decor.,15.00,,Gold; candle; candleholder; mercury; small; votive,1
Gold sequin floor runner,Carpet,Carpet.,90.00,,Gold; Sequin; aisle; gold carpet; runner,1
Golden Globe Statue,Equipment,Equipment.,12.00,,step ladder,1
Grace,Specialty,Specialty.,12.00,,light blue; specialty,1
Gravy Boat,Serving Ware,Serving Ware.,6.00,,bread,1
Green Diamond Dove I Do Linens,Specialty,Specialty.,12.00,,idolinens,1
Green Diamond Dove w/green band I Do Linens,Specialty,Specialty.,12.00,,green; idolinens,1
Green Geo Print,Specialty,Specialty.,12.00,,Overlay; geo; green; print,1
Green Stemmed Champagne Glass 6 ounce (crate of 36),Glassware,Glassware.,2.00,,Glass; champagne; glassware; green,1
Green Stemmed Red Wine Glass 10 ounce (crate of 25),Glassware,Glassware.,2.00,,Glass; Red; glassware; goblet; green; green glass; red wine,1
Green Stemmed White Wine Glass 10 ounce (crate of 25),Glassware,Glassware.,2.00,,Glass; glassware; goblet; green; green glass; water,1
Green Tumblr Glass 10 ounce (crate of 25),Glassware,Glassware.,2.00,,Glass; glassware; goblet; green; green glass; water,1
Grey Sofa Table,Tables,Tables.,22.00,,Table; console,1
Gunnar Side Chair,Furniture,Furniture.,35.00,,Chair; gunnar; loveseat; soft seating,1
Gunnar Sofa,Furniture,Furniture.,35.00,,couch; gunnar; loveseat; sofa; soft seating,1
Half Round Table,Tables,Tables.,22.00,,Round; Table; half,1
Half Size Sheet Pan,Catering Equipment,Catering Equipment.,40.00,,catering; half; pan; sheet,1
Hand Sanitizer Station,Conventions/Meetings/Events,Conventions/Meetings/Events.,12.00,,cleaning; hand; sanitize,1
Handtruck,Equipment,Equipment.,12.00,,breakdown; equipment; handtruck; setup,1
Hanging Client Product,Fees,Fees.,12.00,,,1
Hanging Leaf Taffeta,Petal Taffeta,Petal Taffeta.,12.00,,White; leaf; petal taffeta; taffeta,1
Hanging Supports (2),Drapery,Drapery.,12.00,,hang; hanger; supports,1
Haven Pipe and Drape Room Partition-POLY,Drapery,Drapery.,12.00,,,1
Hayworth Sofa,Furniture,Furniture.,35.00,,couch; sofa; soft seating,1
Hearthstone BBJ,Specialty,Specialty.,12.00,,BBJ,1
Heirloom Square Salad/Dessert Plate,China,China.,2.00,,Black; Salad; Square; dessert; heirloom; plate; stone; stoneware,1
Helena Golden BBJ,Specialty,Specialty.,12.00,,BBJ,1
Helix Coffee Table,Furniture,Furniture.,35.00,,Table; coffee; helix; oak; white wash,1
Hemstitch Linen Napkin (Packs of 10),Napkins,Napkins.,12.00,,hemstitch; linen; napkin,1
Hex Gold BBJ,Specialty,Specialty.,12.00,,BBJ,1
Hi Boy Cuff,Sashes,Sashes.,12.00,,Gold; cuff; hi boy; sash; tilford,1
Hidden Garden Oxford BBJ,Specialty,Specialty.,12.00,,BBJ,1
High Peak Tent Flag,Tent,Tent.,250.00,,flag; tent,1
Highboy Martini Wrap,Sashes,Sashes.,12.00,,Highboy; martini; sash; wrap,1
Highchair,Chairs,Chairs.,8.00,,,1
Hip End Tent on 10' Legs,Tent,Tent.,250.00,,"40""X90""; 40X90; tent",1
Hip End Tent on 8' Legs,Tent,Tent.,250.00,,"40""X90""; 40X90; tent",1
Holiday Surcharge,Fees,Fees.,12.00,,holiday,1
Hose,Tent,Tent.,250.00,,gallon; tent; water; weight,1
Hot Box (Electric),Catering Equipment,Catering Equipment.,40.00,,catering; electric; hot box; warm; warmer,1
Hot Box (Sterno),Catering Equipment,Catering Equipment.,40.00,,catering; hot box; sterno; warm; warmer,1
Hourglass Chair,Chairs,Chairs.,8.00,,Chair; Hourglass; White; chiavari,1
Huckleberry,Polyester,Polyester.,12.00,,aloe; green; huckleberry; twain,1
Ibiza,Specialty,Specialty.,12.00,,blue; ibiza; natural; rustic; slate,1
Ice Blue Lennox BBJ,Specialty,Specialty.,12.00,,BBJ; creme; ice blue; lennox,1
Ice Blue Mosaic BBJ,Specialty,Specialty.,12.00,,BBJ; creme; mosaic,1
Ice Blue Radiance BBJ,Specialty,Specialty.,12.00,,BBJ; ice blue,1
Ice Caddy,Barware,Barware.,4.00,,bar; barware; caddy; cooler; ice,1
Ice Scoop,Serving Ware,Serving Ware.,6.00,,ice scoop; scoop,1
Ice Scoop 12oz,Serving Ware,Serving Ware.,6.00,,ice scoop; scoop,1
Imperial Velvet,Specialty,Specialty.,12.00,,Chocolate; imperial; st tropez; velvet,1
Infamy,Specialty,Specialty.,12.00,,White; infamy; specialty,1
Infrastructure -Upright 3',Infrastructure,Infrastructure.,75.00,,,1
Infrastructure -Upright 7'-12',Infrastructure,Infrastructure.,75.00,,,1
Install Infrastructure,Fees,Fees.,12.00,,,1
Insulated Food Pan Carrier,Catering Equipment,Catering Equipment.,40.00,,carrier; catering; food; insulated; pan; warmer,1
Interlock Glam BBJ,Specialty,Specialty.,12.00,,BBJ,1
Iron City: 8 Runs of Starburst String Lights + 8 Runs of Starburst Draping,Lighting,Lighting.,45.00,,chandelier; city; draping; iron; iron city; lighting; package; string lights,1
Iron City: Chandelier + 12 Runs of Starburst String Lights,Lighting,Lighting.,45.00,,chandelier; iron city; lighting; package; string lights,1
Iron City: Chandelier + 8 Runs of Starburst String Lights,Lighting,Lighting.,45.00,,chandelier; iron city; lighting; package; string lights,1
Iron City: Chandelier + 8 Runs of Starburst String Lights + 8 Runs of Starburst Draping,Lighting,Lighting.,45.00,,chandelier; city; draping; iron; iron city; lighting; package; string lights,1
Iron City: Chandelier+ 8 Runs of Starburst Draping,Lighting,Lighting.,45.00,,chandelier; city; draping; iron; iron city; package,1
Iron City: Poly Pipe And Drape Waterfall Stage Backdrop,Drapery,Drapery.,12.00,,backdrop; city; iron; iron city; pipe; pipe and drape; stage; stage backdrop,1
Iron City: Poly back w/sheer facade Pipe And Drape Waterfall Stage Backdrop,Drapery,Drapery.,12.00,,backdrop; city; iron; iron city; pipe; pipe and drape; stage; stage backdrop,1
Iron City: Poly back w/sheer facade Pipe And Drape Waterfall Stage Backdrop (copy 20210727153308),Drapery,Drapery.,12.00,,backdrop; city; iron; iron city; pipe; pipe and drape; stage; stage backdrop,1
Iron City: Sheer Pipe And Drape Waterfall Cake Backdrop,Drapery,Drapery.,12.00,,backdrop; cake; cake backdrop; city; iron; iron city; pipe; pipe and drape,1
Iron City: Sheer Pipe And Drape Waterfall Cake Backdrop w/Cafe Lights Behind,Drapery,Drapery.,12.00,,backdrop; cake; cake backdrop; city; iron; iron city; pipe; pipe and drape,1
Iron City: Sheer Pipe And Drape Waterfall Cake Backdrop w/Twinkle Lights Behind,Drapery,Drapery.,12.00,,backdrop; cake; cake backdrop; city; iron; iron city; pipe; pipe and drape,1
Iron City: Sheer Pipe And Drape Waterfall Stage Backdrop,Drapery,Drapery.,12.00,,backdrop; city; iron; iron city; pipe; pipe and drape; stage; stage backdrop,1
Iron City: Sheer Pipe And Drape Waterfall Stage Backdrop + String Lighting Behind,Drapery,Drapery.,12.00,,backdrop; city; iron; iron city; pipe; pipe and drape; stage; stage backdrop,1
Iron City: Starburst 12 Strands w/dimmer,Lighting,Lighting.,45.00,,city; garden; iron; iron city; lighting; pavilion; starburst,1
Iron City: Starburst 8 Strands of Pipe and Drape,Lighting,Lighting.,45.00,,city; garden; iron; iron city; pavilion; pipe and drape; starburst,1
Iron City: Starburst 8 Strands w/dimmer,Lighting,Lighting.,45.00,,city; dimmer; garden; iron; iron city; lighting; pavilion; starburst,1
Iron City:10 Runs of Starburst String Lights + 10 Runs of Starburst Draping,Lighting,Lighting.,45.00,,chandelier; city; draping; iron; iron city; lighting; package; string lights,1
Italia Blush,Specialty,Specialty.,12.00,,blush; italia,1
Italia White,Specialty,Specialty.,12.00,,White; estate; italia,1
Italian Cross Back Bar Stool,Chairs,Chairs.,8.00,,back; bar height; cross; crossback; stool,1
Ivory Charmed BBJ,Specialty,Specialty.,12.00,,BBJ; Ivory; charmed; ivory charmed,1
Jardin,Specialty,Specialty.,12.00,,estate; floral; jardin; serenity; specialty,1
Juliette Linen Armed Dining Chair,Chairs,Chairs.,8.00,,Chair; dining; linen,1
Juliette Linen Dining Chair,Chairs,Chairs.,8.00,,Chair; dining; linen,1
K BTU Tent Heater,Heating and Cooling,Heating and Cooling.,65.00,,heater; tent,1
Kalos,Specialty,Specialty.,12.00,,,1
Kensington,Specialty,Specialty.,12.00,,paisley; specialty,1
Kingsford Black,Specialty,Specialty.,12.00,,Black; Gold; king; kingsford; specialty,1
Kingsford Silver,Specialty,Specialty.,12.00,,estate; king; kingsford; silver; specialty,1
L-Shaped Trolley,Stage,Stage.,120.00,,l-shaped; stage; trolley,1
LED Dimmer,Lighting,Lighting.,45.00,,dimmer; lighting,1
Labor Charge,Fees,Fees.,12.00,,Birmingham; Travel; standard,1
Ladder,Equipment,Equipment.,12.00,,step ladder,1
Lagoon Love Seat,Furniture,Furniture.,35.00,,couch; sofa; soft seating,1
Lake Faille BBJ,Specialty,Specialty.,12.00,,BBJ; faille; lake,1
Lamour Butterscotch BBJ,Specialty,Specialty.,12.00,,BBJ,1
Late Fee,Fees,Fees.,12.00,,,1
Late Night Pickup,Fees,Fees.,12.00,,late; night; pickup,1
Late Return Fee,Fees,Fees.,12.00,,,1
Laundry Bag,Bags,Bags.,12.00,,,1
Laylani Lace Runner,Specialty,Specialty.,12.00,,Ivory; champagne; lace; runner,1
Layout Design,Services,Services.,12.00,,,1
Leg Extension,Tent,Tent.,250.00,,Flooring; Subfloor,1
Lennox Creme BBJ,Specialty,Specialty.,12.00,,BBJ,1
Lennox Crepe BBJ,Specialty,Specialty.,12.00,,BBJ; lennox,1
Lennox Lotus BBJ,Specialty,Specialty.,12.00,,BBJ,1
Lennox Noir BBJ,Specialty,Specialty.,12.00,,BBJ,1
Lennox Snow BBJ,Specialty,Specialty.,12.00,,BBJ; creme; lennox; snow,1
Life Size Oscar,Furniture,Furniture.,35.00,,Oscar,1
Light Blue Seersucker Stripe,Specialty,Specialty.,12.00,,Stripe; light blue; specialty,1
Light Blue Umbrella w/stand,Furniture,Furniture.,35.00,,light blue; umbrella,1
Light Dimmer,Lighting,Lighting.,45.00,,,1
Light Green Wicker Charger,Chargers,Chargers.,3.00,,charger; green; wicker,1
Lillian/Orchid,Specialty,Specialty.,12.00,,champagne; floral; lillian; lilly; specialty; tan,1
Linen Box,Fees,Fees.,12.00,,box; linen,1
Lodging Charge,Travel,Travel.,12.00,,Birmingham; Travel; standard,1
Lorax,Specialty,Specialty.,12.00,,paisley; tan,1
Lost Runner,Fees,Fees.,12.00,,,1
Lost Sash,Fees,Fees.,12.00,,,1
Lotus,Damask,Damask.,12.00,,White; lotus,1
Louis Tufted Chair,Chairs,Chairs.,8.00,,Louis; White; soft; soft seating; tufted,1
Lucca Alabaster BBJ,Specialty,Specialty.,12.00,,BBJ; Lucca; alabaster,1
Lucia,Specialty,Specialty.,12.00,,Bali; faille,1
Lucio Urn White-Large,Decor,Decor.,15.00,,decor; lucio; tabletop; urn,1
"Lucite Column 10""x10""x40""",Decor,Decor.,15.00,,acrylic; column,1
"Lucite Column 14""x14""x36""",Decor,Decor.,15.00,,acrylic; column,1
Lumbar Pillow Morgan Stripe,Specialty,Specialty.,12.00,,pillow; specialty,1
Madeline Blush BBJ,Specialty,Specialty.,12.00,,BBJ; blush; madeline,1
Madeline Damask Black,Specialty,Specialty.,12.00,,Black; damask; estate; madeline,1
Madeline Damask Ivory,Specialty,Specialty.,12.00,,Ivory; damask; estate; green; kiwi; madeline; moss,1
Madeline Damask Kiwi,Specialty,Specialty.,12.00,,Ivory; damask; estate; green; kiwi; moss,1
Madeline Damask Silver,Specialty,Specialty.,12.00,,damask; silver,1
Madeline Napkins,Napkins,Napkins.,12.00,,kiwi; madeline; napkin,1
Maevie,Specialty,Specialty.,12.00,,Sage; light blue; maevie; mia; specialty,1
Mahogany Acrylic Platter,Serving Ware,Serving Ware.,6.00,,Mahogany; Red; Square; charger; platter,1
Marble Coffee Table,Tables,Tables.,22.00,,,1
Marble Occasions Table,Furniture,Furniture.,35.00,,Occasions; Table; marble,1
Marble-Wedgewood,Specialty,Specialty.,12.00,,marble; specialty,1
Margarita Glass,Glassware,Glassware.,2.00,,Glass; margarita,1
Market Umbrella,Furniture,Furniture.,35.00,,sailcoth; umbrella,1
Masking Infastructure,Drapery,Drapery.,12.00,,infastructure; linen; mask,1
Mason Jar 16 oz ounces,Glassware,Glassware.,2.00,,Glass; Mason Jar; glassware; goblet; water,1
Matte Side,Dupioni,Dupioni.,12.00,,Dupioni; matte,1
Mayfair Sage,Specialty,Specialty.,12.00,,Sage; estate; green; mayfair,1
Mayfair Sage Napkins (packs of 10),Napkins,Napkins.,12.00,,Sage; green; mayfair; napkin,1
"Melamine Plate Cover 10""",China,China.,2.00,,,1
Melamine White Slant Bowl,Serving Ware,Serving Ware.,6.00,,bowl; melamine; serve; serveware,1
Melamine White Square Bowl,Serving Ware,Serving Ware.,6.00,,Square; bowl; serve; serveware,1
Metallic Black,Specialty,Specialty.,12.00,,Black; burlap; metallic,1
Metallic Blush,Specialty,Specialty.,12.00,,blush; burlap; metallic,1
Metallic Gold,Specialty,Specialty.,12.00,,Gold; burlap; metallic,1
"Metallic Gold ""Imitation Burlap""",Specialty,Specialty.,12.00,,Gold; Overlay; burlap; metallic,1
Metallic Gold Imitation Burlap,Specialty,Specialty.,12.00,,Gold; burlap; metallic,1
Metallic Ivory,Specialty,Specialty.,12.00,,Ivory; Overlay; burlap; metallic,1
Metallic Orchid,Specialty,Specialty.,12.00,,burlap; metallic; orchid; purple,1
Metallic Silver,Specialty,Specialty.,12.00,,burlap; grey; metallic; silver,1
Metallic White,Specialty,Specialty.,12.00,,White; burlap; metallic,1
Mic and Speaker,Decor,Decor.,15.00,,mic; speaker,1
Mineralize,Specialty,Specialty.,12.00,,blue; specialty,1
Mini Petals -Champagne,Specialty,Specialty.,12.00,,,1
Mint Julep 16oz,Glassware,Glassware.,2.00,,Glass; basic; julep; julip; mint,1
Mirage Verde BBJ,Specialty,Specialty.,12.00,,BBJ; mirage; verde,1
Mirrored Estate Table,Tables,Tables.,22.00,,Table; estate,1
Mirrored Estate Table *include leg bolts,Tables,Tables.,22.00,,Table; estate,1
Miso Spoon,Flatware,Flatware.,1.00,,spoon,1
"Missing 11"" Serving Spoon",Fees,Fees.,12.00,,fork; knife; lost; missing; serving; spoon,1
"Missing 9"" Serving Spoon",Fees,Fees.,12.00,,fork; knife; lost; missing; serving; spoon,1
Missing Bread Basket (Chrome),Fees,Fees.,12.00,,basket; bread; broken; crome; lost; missing,1
Missing Chair,Fees,Fees.,12.00,,,1
Missing Chargers,Fees,Fees.,12.00,,Glass; charger; glassware; lost; missing,1
Missing China,Fees,Fees.,12.00,,bowl; broken; china; lost; missing; plate,1
Missing Cooler,Barware,Barware.,4.00,,bar; barware; cooler; missing,1
Missing Flatware,Fees,Fees.,12.00,,flatware; fork; knife; lost; missing; spoon,1
Missing Glassware,Fees,Fees.,12.00,,Glass; glassware; lost; missing,1
Missing Linen,Fees,Fees.,12.00,,,1
Missing Napkin,Napkins,Napkins.,12.00,,,1
Missing Napkins,Fees,Fees.,12.00,,,1
Missing Pan,Serving Ware,Serving Ware.,6.00,,,1
Missing Polished Tray,Serving Ware,Serving Ware.,6.00,,Round; missing; polished; serveware; tray,1
Missing Rack,Fees,Fees.,12.00,,flatware; fork; knife; lost; missing; rack; spoon,1
Missing Serving Utensil,Serving Ware,Serving Ware.,6.00,,,1
Missing Sheet Pan,Fees,Fees.,12.00,,,1
Missing Tongs,Fees,Fees.,12.00,,lost; missing; tongs,1
Missing Trash Can,Equipment,Equipment.,12.00,,,1
Missing Waiter Tray Stands,Fees,Fees.,12.00,,lost; missing; stands; tray; waiter,1
Misting Fan,Heating and Cooling,Heating and Cooling.,65.00,,fan; misting,1
Mondrian Sofa,Furniture,Furniture.,35.00,,White; couch; sofa; soft seating,1
Monroe Side Table,Furniture,Furniture.,35.00,,Monroe; Side; Table,1
Moss Acrylic Platter,Serving Ware,Serving Ware.,6.00,,Square; charger; green; moss; platter,1
Moss Acrylic Platter Rectangle,Serving Ware,Serving Ware.,6.00,,Rectangle; charger; green; moss; platter,1
Moss Green Satin I Do Linens,Specialty,Specialty.,12.00,,idolinens; moss,1
Moss Satin I Do Linens,Specialty,Specialty.,12.00,,idolinens; moss,1
Moving blanket,Equipment,Equipment.,12.00,,blanket; moving; moving blanket,1
Multi fold Ladder,Equipment,Equipment.,12.00,,step ladder,1
Natural Linen I Do Linens,Specialty,Specialty.,12.00,,idolinens; linen,1
Navy Wing Back Chair,Chairs,Chairs.,8.00,,Chair,1
Neautral Carpet used as aisle runner,Carpet,Carpet.,90.00,,aisle; carpet; runner,1
Non-Adjustable Platform Leg,Stage,Stage.,120.00,,leg; legs; non adjustable; stage,1
Non-Adjustable Stage Leg,Stage,Stage.,120.00,,leg; legs; non adjustable; stage,1
Notes,Cleaning,Cleaning.,12.00,,,1
Notes:,Fees,Fees.,12.00,,,1
Ogee,Specialty,Specialty.,12.00,,Celadon; Sage; moss; ogee; specialty,1
Oil Rubbed Bronze Ceremony Table,Tables,Tables.,22.00,,Gold; Table; bronze; oil rubbed,1
Olivia,Specialty,Specialty.,12.00,,green; light blue; maevie; olivia; specialty,1
Organza Embroidered,Organza,Organza.,12.00,,Overlay; organza,1
Othello Chandelier,Lighting,Lighting.,45.00,,chandelier; light,1
Outdoor Premium,Fees,Fees.,12.00,,outdoor; wear and tear,1
"Outdoor Set, Lounge Chair",Furniture,Furniture.,35.00,,,1
"Outdoor Set, Sofa (3- seat)",Furniture,Furniture.,35.00,,,1
"Oval Waiter Tray 22""x27""",Table Service,Table Service.,3.00,,oval; oversized; serve; tray; waiter,1
Overlay,Specialty,Specialty.,12.00,,Overlay; burlap; topper,1
Oversized foot plate,Equipment,Equipment.,12.00,,breakdown; setup; tent,1
Oyster Black,Specialty,Specialty.,12.00,,estate; oyster; specialty,1
Oyster Light Blue,Specialty,Specialty.,12.00,,estate; light blue; oyster; specialty,1
Oyster Taupe,Specialty,Specialty.,12.00,,Taupe; oyster; specialty,1
PAYMENT TERMS,Fees,Fees.,12.00,,,1
PILLOW BS.014,Decor,Decor.,15.00,,pillow,1
PILLOW BS.015,Decor,Decor.,15.00,,pillow,1
PILLOW LV.014,Decor,Decor.,15.00,,pillow,1
POLY TJ Towers Room Partition/Stage Cover + Add'l 10' pipe and drape behind cer ...,Drapery,Drapery.,12.00,,TJ; TJtower; drape; partition; tower,1
Paisley,Specialty,Specialty.,12.00,,,1
Paisley Velvet,Specialty,Specialty.,12.00,,brown; estate,1
Palm (Blue),Specialty,Specialty.,12.00,,Palm; blue; specialty,1
Park Crest Event Facility,Fees,Fees.,12.00,,fee; park crest; surcharge,1
Park Crest Venue Fee,Fees,Fees.,12.00,,crest; fee; park,1
Pascal Fuchsia BBJ,Specialty,Specialty.,12.00,,BBJ; fuchsia; pascal; pink,1
Patina Ivory,Specialty,Specialty.,12.00,,,1
Patina Sonoma BBJ,Specialty,Specialty.,12.00,,BBJ; patina; sonoma,1
Pavilion Doorway Drape,Drapery,Drapery.,12.00,,aldridge; aldridge gardens; doorway; drape; entrance; pavilion,1
Peach Faile BBJ,Specialty,Specialty.,12.00,,BBJ; faille; peach,1
Pedestal Fan,Heating and Cooling,Heating and Cooling.,65.00,,fan,1
Peony,Specialty,Specialty.,12.00,,estate; floral; garden; lilac; peony; specialty; spring; spring garden,1
Petal Fuchsia BBJ,Specialty,Specialty.,12.00,,BBJ; fuchsia; petal,1
Phoebe,Furniture,Furniture.,35.00,,couch; sofa; soft seating; watermelon,1
Pick-Up Fee,Bengaline,Bengaline.,12.00,,,1
Picnic Table,Tables,Tables.,22.00,,Table; picnic; wood,1
Pillow Jardin,Specialty,Specialty.,12.00,,floral; jardin; pillow; serenity; specialty,1
Pillow Mayfair,Decor,Decor.,15.00,,Sage; floral; mayfair; pillow; specialty,1
Pillow Morgan Stripe,Specialty,Specialty.,12.00,,pillow; specialty,1
Pink Lillian/Orchid,Specialty,Specialty.,12.00,,burlap; lillian; metallic; orchid; purple,1
Pink Seersucker Stripe,Specialty,Specialty.,12.00,,Stripe; pink; specialty,1
Pinwheel Lemon BBJ,Specialty,Specialty.,12.00,,BBJ; lemon,1
"Pipe and Drape ""Waterfall"" Wall Covering",Drapery,Drapery.,12.00,,,1
Place Setting Labor,Fees,Fees.,12.00,,,1
Plastic Liners,Tables,Tables.,22.00,,,1
Plastic Table Cover,Tables,Tables.,22.00,,Highboy; Table; cover; plastic,1
"Plate 6""",China,China.,2.00,,Glass; plate,1
"Plate 7.75""",China,China.,2.00,,Glass; plate,1
Plate Cover,Table Service,Table Service.,3.00,,cover; plate; stainless,1
Plate Warmer 112 CT,Catering Equipment,Catering Equipment.,40.00,,,1
Plate Warmer 135 CT,Catering Equipment,Catering Equipment.,40.00,,,1
Plate Warmer 160 CT,Catering Equipment,Catering Equipment.,40.00,,,1
Plate Warming Cabinet,Catering Equipment,Catering Equipment.,40.00,,cabinet; catering; plate; warm; warmer,1
Platform,Stage,Stage.,120.00,,4ft; 8ft; panel; platform; riser; stage,1
Platform Clamp,Stage,Stage.,120.00,,clamp; platform; riser; stage,1
Platter,Serving Ware,Serving Ware.,6.00,,,1
Pleated Skirting,Skirts,Skirts.,12.00,,Black; skirt; stage,1
Plum Stemmed Water Goblet 8 ounce (crate of 25),Glassware,Glassware.,2.00,,Glass; Plum; glassware; goblet; water,1
Point of Contact:,Fees,Fees.,12.00,,,1
"Pole Mounted Fan, 12"" in Diameter",Tent,Tent.,250.00,,fan; mounted; pole; tent,1
Poly Pipe And Drape Iron City Bar to Mezzanine,Drapery,Drapery.,12.00,,divider; iron city; mezzanine; room; room divider,1
Polyester Green Swirl,Specialty,Specialty.,12.00,,Overlay; Sage; green; sage swirl; swirl,1
Porcelain Lillian/Orchid,Specialty,Specialty.,12.00,,blush; floral; lillian; lilly; orchid; pink; specialty,1
Porta Cool,Equipment,Equipment.,12.00,,a/c; ac; air; air conditioning; porta cool; power,1
Posh,Specialty,Specialty.,12.00,,Ivory; Posh; champagne; rosey,1
Positano Napkins,Napkins,Napkins.,12.00,,napkin; trellis,1
Premium Polyester Napkin -Coral (Packs of 10),Napkins,Napkins.,12.00,,Premium Polyester; coral; napkin,1
Premium Polyester Napkin -Salmon (Packs of 10),Napkins,Napkins.,12.00,,Premium Polyester; napkin,1
Priscilla Sofa,Furniture,Furniture.,35.00,,elvis; priscilla; sofa,1
Projector,Conventions/Meetings/Events,Conventions/Meetings/Events.,12.00,,projector; screen,1
ProjectorScreen,Conventions/Meetings/Events,Conventions/Meetings/Events.,12.00,,projector; screen,1
"Pub Table 8' x 22"" x 42""",Tables,Tables.,22.00,,,1
Pursell,Drapery,Drapery.,12.00,,,1
Pursell Arbor Drape-Swag,Drapery,Drapery.,12.00,,Arbor; drape; pursell; swag,1
Pursell Custom Bamboo Trellis,Drapery,Drapery.,12.00,,bamboo; custom; pursell; trellis,1
Put in van with Rosewood 11/4 order,Fees,Fees.,12.00,,rosewood,1
Rain Faille BBJ,Specialty,Specialty.,12.00,,BBJ; cameo; creme; lennox; louvre,1
Rainer Chair,Furniture,Furniture.,35.00,,Chair; soft seating,1
Rainer Loveseat,Furniture,Furniture.,35.00,,couch; loveseat; sofa; soft seating,1
Rainer Sofa,Furniture,Furniture.,35.00,,couch; sofa; soft seating,1
Rectangle Table,Tables,Tables.,22.00,,Rectangle; Table; conference,1
Rectangular Plate,China,China.,2.00,,Rectangle; White; plate; rectangular; royal,1
Red Premium Polyester,Specialty,Specialty.,12.00,,Gold; Overlay; Premium Polyester; Red; christmas; studded,1
Refrigerator-Double Door,Catering Equipment,Catering Equipment.,40.00,,,1
Reinhard Coffee Table in Marble & Brushed Gunmetal,Furniture,Furniture.,35.00,,coffee table,1
Restock Fee,Fees,Fees.,12.00,,fee; restock,1
Rewash,Cleaning,Cleaning.,12.00,,cleaning,1
Rhythm Ivory BBJ,Specialty,Specialty.,12.00,,BBJ,1
Rigging,Fees,Fees.,12.00,,,1
Rimmed Soup Bowl,China,China.,2.00,,White; bowl; pasta,1
Rockhurst Lighting,Lighting,Lighting.,45.00,,canopy; light; lighting; rock; rockhurst,1
Rolling laundry bin,Equipment,Equipment.,12.00,,bin; laundry,1
Rose Gold Mercury Votive,Decor,Decor.,15.00,,Gold; candle; candleholder; mercury; rose gold; small; votive,1
Round 4-Tiered Shelf,Tables,Tables.,22.00,,Bistro; Highboy; Table; tiered,1
Round Bistro (SHORT) Table,Tables,Tables.,22.00,,Table,1
Round Bistro Plastic Table Cover,Tables,Tables.,22.00,,Bistro; Highboy; Table,1
Round Bistro Table (HIGHBOY),Tables,Tables.,22.00,,Bistro; Highboy; Table,1
Round Bistro Table (SHORT),Tables,Tables.,22.00,,Bistro; Highboy; Table,1
Round Coffee Table,Furniture,Furniture.,35.00,,Table; White; coffee,1
Round Highboy Table,Tables,Tables.,22.00,,Bistro; Highboy; Table,1
Round Plastic Table Cover,Plastic,Plastic.,12.00,,Round; Table; cover,1
